plate,owner,phone,class_vehicle,province,registration_date,id_card
64-T5.34203,Lê Thị YY,906805887,Xe máy,Long An,28/11/2023,6296230013
26M-53801,Đinh Thị CC,382715229,Ô tô tải,Lạng Sơn,12/12/2023,60784339259
TH-59-12,Nguyễn Thị WW,930776605,Xe chuyên dụng,Hòa Bình,09/10/2023,62515052692
18M-2946,Võ Văn O,882920203,Ô tô khách,Lào Cai,09/05/2025,17813849508
55O-6144,Lý Văn K,885003859,Ô tô khách,Đắk Lắk,15/10/2020,33810138841
56B-52202,Phạm Văn JJ,841255176,Ô tô con,Đắk Nông,14/10/2020,64485603154
20Z-3626,Vũ Văn LL,771744311,Ô tô khách,Lai Châu,21/04/2020,4552625763
51M-6512,Đinh Thị CC,789802465,Xe bán tải,Ninh Thuận,28/03/2024,20306790854
66A-88420,Vũ Văn LL,987797531,Ô tô con,Bến Tre,05/02/2021,58469040493
59R-5379,Phạm Văn JJ,357404302,Ô tô khách,Tây Ninh,17/11/2023,45760214119
15R-4105,Võ Thị EE,789686691,Xe bán tải,Bắc Kạn,20/07/2021,17290245193
TH-57-11,Ngô Thị Y,784375339,Xe chuyên dụng,Bắc Ninh,14/02/2023,1818712460
17Z-94959,Đỗ Thị J,399804967,Ô tô tải,Tuyên Quang,04/05/2020,19779664710
64-H1.9638,Võ Thị EE,986854894,Xe máy,Long An,10/07/2021,2741836528
18B-4527,Đỗ Văn Z,829182416,Xe bán tải,Lào Cai,21/04/2020,67801332283
64C-7476,Đinh Văn M,378983096,Ô tô khách,Long An,14/01/2023,15237429912
63W-4196,Đặng Thị W,335618363,Ô tô con,TP. Hồ Chí Minh,17/09/2020,44882426879
27G-44875,Nguyễn Thị GG,838404964,Xe bán tải,Bắc Giang,21/03/2024,68043989252
41-P6.6642,Võ Thị EE,327017540,Xe máy,Hà Tĩnh,22/08/2025,4978892182
65K-1556,Vũ Thị F,789686691,Ô tô tải,Tiền Giang,17/07/2023,68116222555
44R-6458,Đỗ Văn Z,928808926,Xe bán tải,Thừa Thiên Huế,06/10/2021,43395001708
52P-4007,Nguyễn Thị GG,991355629,Xe bán tải,Bình Thuận,06/03/2020,1353717416
TH-38-53,Đặng Văn G,373269963,Xe chuyên dụng,Đắk Nông,19/12/2021,35886851691
40N-3218,Phạm Văn T,864386632,Ô tô khách,Nghệ An,21/01/2024,75197508296
29B-5379,Phạm Văn ZZ,999770958,Ô tô tải,Bắc Ninh,14/06/2022,12938675900
71-O3.51971,Trần Văn XX,983278884,Xe máy,Kiên Giang,05/10/2023,30794692268
34U-8235,Phan Văn VV,924891690,Ô tô khách,Thái Bình,16/04/2021,37412227809
43W-7767,Đinh Thị CC,929291982,Ô tô tải,Quảng Trị,07/02/2023,52070163032
40G-8417,Lý Văn K,392834373,Ô tô con,Nghệ An,07/05/2021,36901409948
53W-3829,Mai Văn RR,390204272,Ô tô tải,Kon Tum,14/08/2021,30045424373
20S-9732,Bùi Văn NN,368897953,Ô tô khách,Lai Châu,09/09/2021,75351065388
TH-92-68,Võ Thị UU,365250518,Xe chuyên dụng,Gia Lai,24/11/2020,30063323608
18Y-1182,Phạm Văn JJ,810423680,Ô tô tải,Lào Cai,21/02/2022,49533234068
50T-8841,Nguyễn Thị GG,825258945,Ô tô con,Khánh Hòa,13/02/2023,46770337427
30F-63663,Đinh Thị SS,961357872,Ô tô tải,Hải Dương,12/08/2023,44376982190
24X-2375,Hồ Văn TT,849669323,Ô tô khách,Hòa Bình,13/10/2021,43549605626
60-Q1.5195,Bùi Văn NN,770202239,Xe máy,Bình Dương,28/05/2025,66640531433
43U-48268,Mai Văn RR,862168671,Ô tô tải,Quảng Trị,11/03/2020,45731873535
29D-42177,Trần Văn R,940729644,Xe bán tải,Bắc Ninh,06/06/2025,51501445559
41J-3389,Phan Thị P,958351008,Ô tô con,Hà Tĩnh,16/10/2022,14266876331
24-D5.56554,Hoàng Thị KK,986854894,Xe máy,Hòa Bình,28/12/2024,77265370422
22-Y6.1714,Lê Văn C,707079467,Xe máy,Yên Bái,27/05/2020,54877829352
74V-14021,Trần Văn R,793501956,Xe bán tải,Sóc Trăng,23/06/2024,56104167419
73J-9709,Hồ Văn DD,332752732,Ô tô tải,Hậu Giang,29/07/2024,45869218827
24P-2957,Trần Văn XX,930776605,Ô tô khách,Hòa Bình,07/03/2024,70845878849
72M-4537,Lê Văn C,876484348,Ô tô tải,Cần Thơ,16/05/2024,64851872724
TH-23-76,Đinh Thị CC,360684086,Xe chuyên dụng,Đắk Lắk,21/02/2020,17411957230
48J-8219,Bùi Văn NN,334843646,Ô tô khách,Bình Định,11/10/2023,25907411311
TH-74-23,Bùi Văn NN,346306659,Xe chuyên dụng,Phú Yên,19/04/2020,1267112891
69T-7215,Võ Văn O,367510649,Xe bán tải,Đồng Tháp,23/08/2024,33168392837
38-M7.9400,Nguyễn Thị GG,839508773,Xe máy,Thanh Hóa,28/03/2020,37139830699
75C-7129,Lý Thị AA,956757482,Ô tô con,Bạc Liêu,21/01/2024,31685345426
TH-37-61,Lê Thị YY,333987846,Xe chuyên dụng,Cà Mau,27/11/2021,4984592481
72E-78073,Bùi Văn NN,818434203,Ô tô con,Cần Thơ,10/07/2024,49231128296
22-O7.9968,Lý Văn K,961357872,Xe máy,Yên Bái,04/05/2022,34006144960
25-L7.56385,Hoàng Thị KK,373695916,Xe máy,Thái Nguyên,01/11/2025,51727160372
11E-26633,Phạm Thị D,922309357,Xe bán tải,Hà Nội,06/08/2024,54166245429
TH-32-30,Nguyễn Văn Q,988255352,Xe chuyên dụng,TP. Hồ Chí Minh,12/01/2025,27435188706
62M-4830,Đinh Thị SS,871457069,Ô tô con,Bà Rịa - Vũng Tàu,28/09/2020,19742083151
TH-96-58,Vũ Văn V,767555176,Xe chuyên dụng,Phú Thọ,04/04/2022,35110437806
21C-9869,Lý Thị QQ,997466289,Ô tô con,Phú Thọ,29/06/2025,75114438312
38U-4934,Võ Văn O,994519079,Ô tô tải,Thanh Hóa,21/04/2021,66765328497
48-C2.5951,Võ Văn O,825258945,Xe máy,Bình Định,05/09/2023,4021792070
49K-62002,Ngô Thị Y,789802465,Xe bán tải,Phú Yên,09/01/2021,33758588452
23L-2026,Võ Văn O,373049083,Xe bán tải,Sơn La,18/03/2023,15712441332
75E-2862,Nguyễn Thị GG,792075409,Xe bán tải,Bạc Liêu,14/07/2025,68084713959
59W-46593,Đặng Văn G,709302510,Xe bán tải,Tây Ninh,02/05/2022,36904111448
44Q-3695,Phạm Thị D,918336900,Ô tô tải,Thừa Thiên Huế,12/03/2020,47657409430
19P-7808,Trần Văn R,771744311,Xe bán tải,Điện Biên,16/06/2022,70434496132
46Z-5924,Võ Thị EE,923544723,Ô tô khách,Quảng Nam,02/07/2020,51563220200
36X-17685,Đỗ Văn Z,789904920,Ô tô con,Nam Định,12/10/2023,77406383405
44-G2.9968,Hồ Thị N,822376673,Xe máy,Thừa Thiên Huế,09/09/2022,26356207011
74-S6.3380,Ngô Thị Y,329971569,Xe máy,Sóc Trăng,03/05/2023,27032543235
19G-28125,Đinh Thị SS,338219649,Xe bán tải,Điện Biên,11/10/2022,25623167209
63Q-95553,Mai Văn BB,826261809,Ô tô con,TP. Hồ Chí Minh,04/02/2020,8423785608
61Y-79994,Phạm Văn JJ,947614325,Xe bán tải,Đồng Nai,20/11/2020,25162582462
TH-51-65,Phạm Văn ZZ,328037002,Xe chuyên dụng,Hà Nam,17/11/2020,38027468278
52Z-7667,Đặng Văn G,371697771,Ô tô khách,Bình Thuận,06/08/2020,44301063520
TH-92-69,Bùi Văn X,382715229,Xe chuyên dụng,Sơn La,31/12/2022,54021792774
53V-36588,Nguyễn Thị GG,346306659,Ô tô con,Kon Tum,11/10/2022,58093437468
59V-87294,Đỗ Văn Z,340488083,Ô tô tải,Tây Ninh,30/10/2020,45869422450
48L-5239,Nguyễn Văn Q,370260561,Ô tô con,Bình Định,18/08/2024,8356287810
67I-2541,Phạm Văn T,947755410,Ô tô con,Trà Vinh,01/02/2023,17582742988
57Z-2005,Phan Thị P,777245986,Ô tô khách,Lâm Đồng,19/09/2021,67468361887
17-H4.90631,Nguyễn Văn A,901177876,Xe máy,Tuyên Quang,21/05/2022,24207485706
TH-19-23,Phan Văn FF,824381602,Xe chuyên dụng,Bắc Giang,19/08/2021,36272907425
TH-79-14,Đinh Thị SS,915680034,Xe chuyên dụng,Phú Thọ,08/05/2022,1532121883
48P-1265,Hoàng Văn E,399804967,Ô tô con,Bình Định,20/08/2020,17862879897
50R-8943,Vũ Văn V,988053409,Xe bán tải,Khánh Hòa,29/03/2020,74276460922
29U-1048,Võ Văn O,361993659,Ô tô tải,Bắc Ninh,20/03/2024,11822955285
24Y-65979,Nguyễn Văn Q,382461278,Ô tô khách,Hòa Bình,16/10/2024,38910685211
TH-27-69,Hồ Văn DD,349997028,Xe chuyên dụng,Vĩnh Long,29/09/2022,31432664907
50-N5.76072,Mai Văn RR,931024531,Xe máy,Khánh Hòa,07/07/2020,70204232702
TH-98-63,Hồ Văn TT,906896386,Xe chuyên dụng,Bình Định,12/10/2021,44940875449
51J-6052,Ngô Thị Y,763553585,Xe bán tải,Ninh Thuận,06/04/2022,20610841439
TH-14-50,Võ Văn O,911509811,Xe chuyên dụng,Bắc Ninh,16/07/2025,19596028136
TH-52-82,Trần Thị B,322175726,Xe chuyên dụng,Ninh Thuận,21/06/2023,44416094677
63T-8315,Ngô Thị Y,367510649,Ô tô con,TP. Hồ Chí Minh,01/08/2022,4671784062
51S-9326,Phan Thị P,985892009,Xe bán tải,Ninh Thuận,11/07/2020,12022552933
50D-5372,Nguyễn Thị WW,357404302,Ô tô tải,Khánh Hòa,13/07/2025,14109695736
11E-4834,Hồ Văn DD,854942334,Ô tô con,Hà Nội,18/06/2023,70074816986
12M-8250,Trần Văn HH,911842180,Xe bán tải,Hà Giang,29/12/2023,47911505982
52F-43309,Lý Thị AA,864234257,Ô tô con,Bình Thuận,21/05/2021,8274157151
37S-8769,Võ Văn O,906805887,Ô tô con,Ninh Bình,15/07/2020,2656644158
71Y-9979,Đặng Thị MM,774716274,Ô tô khách,Kiên Giang,12/10/2021,52794547161
64A-9900,Phan Văn FF,822376673,Ô tô tải,Long An,07/02/2020,14801777561
65Y-78589,Mai Thị L,760932621,Xe bán tải,Tiền Giang,10/06/2023,14718710095
TH-13-66,Nguyễn Văn A,999770958,Xe chuyên dụng,Đắk Lắk,19/05/2022,66005516462
69W-5209,Mai Văn BB,984504769,Ô tô tải,Đồng Tháp,25/01/2020,12016155001
62E-4066,Trần Thị B,760912305,Ô tô con,Bà Rịa - Vũng Tàu,07/01/2023,14002743496
22-O3.6410,Nguyễn Thị WW,936833530,Xe máy,Yên Bái,25/06/2021,52445071449
25U-8156,Nguyễn Thị WW,849969265,Ô tô tải,Thái Nguyên,13/05/2025,34177140807
34-T3.5971,Lê Văn C,993520642,Xe máy,Thái Bình,02/10/2022,70917765897
25I-3225,Ngô Thị OO,392266670,Ô tô khách,Thái Nguyên,18/09/2021,64769517588
72D-8412,Phan Thị P,324148319,Xe bán tải,Cần Thơ,17/07/2025,40301425543
60C-3250,Ngô Thị Y,839508773,Ô tô khách,Bình Dương,06/11/2023,17893834133
60D-4569,Vũ Văn V,938086508,Ô tô con,Bình Dương,16/04/2024,2418795565
69J-28495,Phan Văn VV,824888344,Ô tô con,Đồng Tháp,03/11/2024,17554824538
65W-1858,Phan Thị P,991355629,Ô tô khách,Tiền Giang,22/06/2021,46513624817
61B-4734,Đỗ Văn Z,363217378,Ô tô tải,Đồng Nai,22/07/2023,51352024396
TH-11-30,Trần Văn R,355549055,Xe chuyên dụng,Lai Châu,27/11/2020,36847692130
41Y-8894,Mai Thị L,954900295,Ô tô tải,Hà Tĩnh,28/12/2022,11437849304
27N-24887,Lê Thị II,915680034,Ô tô tải,Bắc Giang,14/03/2025,35668358588
26T-5875,Hồ Văn TT,348143428,Ô tô khách,Lạng Sơn,16/10/2022,19107654077
64O-9450,Nguyễn Thị WW,840003389,Xe bán tải,Long An,17/03/2021,58083697399
72W-1841,Ngô Văn I,914901663,Ô tô khách,Cần Thơ,07/05/2022,40561722857
58I-4014,Vũ Văn V,906105434,Ô tô con,Bình Phước,28/12/2023,62696898904
15-E6.71520,Phan Thị P,774716274,Xe máy,Bắc Kạn,01/06/2022,1848513608
19X-1822,Lý Thị QQ,357468200,Ô tô con,Điện Biên,11/08/2025,43919191490
24P-72100,Bùi Văn NN,871928837,Ô tô con,Hòa Bình,18/08/2022,19606069152
71F-37534,Đặng Thị MM,941356555,Ô tô con,Kiên Giang,09/03/2025,74317019775
49H-1728,Lê Thị YY,791496573,Xe bán tải,Phú Yên,26/04/2024,34262075427
TH-12-59,Nguyễn Văn Q,777790678,Xe chuyên dụng,Phú Thọ,08/09/2024,14462769340
46U-5380,Lý Văn K,987434055,Ô tô tải,Quảng Nam,10/05/2024,24795919191
75R-3046,Bùi Thị H,774968060,Ô tô tải,Bạc Liêu,07/12/2021,19031880209
70Z-6179,Phan Văn VV,915680034,Xe bán tải,An Giang,13/02/2021,62600559553
50-T8.3472,Phạm Văn ZZ,709302510,Xe máy,Khánh Hòa,07/06/2023,44738600540
38U-49629,Đỗ Thị J,954900295,Ô tô khách,Thanh Hóa,12/01/2020,4506999361
44H-1213,Lý Văn K,827374533,Ô tô con,Thừa Thiên Huế,09/08/2023,17553703109
58-G4.7878,Phạm Thị D,815796659,Xe máy,Bình Phước,30/11/2023,51586724623
70S-6644,Vũ Văn V,396941824,Ô tô tải,An Giang,25/11/2023,72971505659
66Y-1799,Bùi Văn NN,357404302,Ô tô khách,Bến Tre,28/01/2021,47224039431
55-Y3.89215,Phạm Thị D,368344867,Xe máy,Đắk Lắk,10/11/2020,19608593294
TH-34-64,Lê Thị S,940729644,Xe chuyên dụng,Hải Phòng,23/01/2024,19520909981
56I-16377,Nguyễn Thị GG,864386632,Xe bán tải,Đắk Nông,10/05/2020,19562684505
43V-9561,Hồ Thị N,396941824,Ô tô tải,Quảng Trị,12/12/2020,48454729298
40U-4543,Hoàng Thị U,931024531,Ô tô con,Nghệ An,30/01/2020,19073977335
66H-6737,Vũ Văn LL,918336900,Ô tô khách,Bến Tre,01/08/2021,31042493909
72X-33337,Võ Thị EE,333987846,Ô tô con,Cần Thơ,04/08/2024,37985525729
21I-31112,Võ Thị UU,380648659,Ô tô khách,Phú Thọ,14/10/2020,36170735628
38-B9.59028,Nguyễn Thị GG,772798835,Xe máy,Thanh Hóa,11/10/2023,27664778478
27V-57426,Đinh Văn M,988053409,Xe bán tải,Bắc Giang,13/02/2025,35031045372
TH-58-89,Hoàng Thị U,329244497,Xe chuyên dụng,Hậu Giang,07/09/2023,22311284206
30W-39017,Vũ Văn LL,938788515,Ô tô tải,Hải Dương,25/11/2023,68848216860
69G-8271,Bùi Thị H,777790678,Ô tô tải,Đồng Tháp,29/08/2022,26835977333
46H-9898,Lý Thị QQ,830503214,Xe bán tải,Quảng Nam,07/10/2023,62500230096
TH-33-30,Lý Văn K,761605260,Xe chuyên dụng,Hà Tĩnh,14/01/2021,58978635614
72-A1.55574,Trần Văn HH,907513669,Xe máy,Cần Thơ,04/11/2025,42486772185
26-H1.3015,Hoàng Thị KK,335768829,Xe máy,Lạng Sơn,26/10/2025,44013345189
48V-7835,Võ Thị EE,355549055,Ô tô con,Bình Định,07/06/2024,52501691057
61-K7.8224,Lê Thị S,347519842,Xe máy,Đồng Nai,30/06/2021,27990310893
70U-9310,Nguyễn Thị WW,956272219,Ô tô khách,An Giang,18/03/2024,31317471067
29W-7494,Bùi Văn X,950027672,Ô tô tải,Bắc Ninh,05/07/2024,15596627516
51M-8003,Phạm Văn T,825258945,Ô tô tải,Ninh Thuận,30/03/2023,30817596577
55-J8.1632,Phạm Văn T,396179685,Xe máy,Đắk Lắk,14/06/2023,14414903012
43J-5480,Ngô Văn I,357404302,Ô tô con,Quảng Trị,24/08/2025,1712003991
60F-1004,Lê Thị YY,382461278,Ô tô con,Bình Dương,05/04/2022,54211863948
74-L5.2154,Võ Văn O,989017613,Xe máy,Sóc Trăng,27/11/2020,2676215076
21P-57545,Ngô Thị Y,763553585,Xe bán tải,Phú Thọ,18/04/2023,44622430502
55-I5.49433,Bùi Văn NN,346306659,Xe máy,Đắk Lắk,15/03/2023,42983948698
66-V5.91247,Phan Thị P,887749239,Xe máy,Bến Tre,15/02/2022,64862089054
69C-4118,Lý Thị AA,787884232,Ô tô con,Đồng Tháp,04/08/2021,40157476324
40P-2136,Hoàng Văn E,774716274,Xe bán tải,Nghệ An,28/02/2023,6753751160
52T-5877,Đỗ Thị J,328037002,Ô tô con,Bình Thuận,15/03/2025,30996285779
76U-7230,Lê Thị YY,984504769,Ô tô tải,Cà Mau,02/08/2025,36256911974
TH-84-22,Nguyễn Thị GG,979730246,Xe chuyên dụng,Quảng Nam,12/07/2020,54275177650
30X-76665,Lê Thị YY,988255352,Ô tô con,Hải Dương,02/01/2023,2617476716
41V-9803,Phan Văn FF,787884232,Ô tô con,Hà Tĩnh,23/11/2020,62515638323
74-H8.9820,Hoàng Văn E,901177876,Xe máy,Sóc Trăng,25/04/2024,44282489730
76-D5.17029,Hồ Thị N,855584848,Xe máy,Cà Mau,05/09/2025,64504337829
37-P2.1203,Phan Văn FF,365250518,Xe máy,Ninh Bình,27/06/2025,51319332732
45-U3.4930,Đặng Thị MM,978283792,Xe máy,Đà Nẵng,03/10/2025,11502083398
34-Y3.8446,Bùi Văn X,361993659,Xe máy,Thái Bình,09/03/2020,38542529592
18-U7.3815,Trần Thị B,370260561,Xe máy,Lào Cai,23/06/2024,52644891717
54-W7.90818,Hoàng Thị U,826261809,Xe máy,Gia Lai,02/05/2020,77659970877
19S-2330,Hoàng Thị U,348143428,Ô tô con,Điện Biên,04/06/2021,1972592690
TH-47-60,Trần Văn R,373269963,Xe chuyên dụng,Gia Lai,24/07/2025,66013002243
23V-32856,Nguyễn Thị WW,763554026,Ô tô tải,Sơn La,08/08/2020,54758624527
25P-2989,Phạm Văn ZZ,796014491,Ô tô khách,Thái Nguyên,13/05/2025,6504943733
27Q-5327,Vũ Thị F,371697771,Ô tô con,Bắc Giang,23/02/2025,47948549342
31K-8598,Lý Văn K,371697771,Xe bán tải,Hải Phòng,23/07/2020,20808442404
11F-6053,Ngô Thị Y,377889756,Ô tô tải,Hà Nội,15/03/2022,24636095099
12I-3703,Lê Thị YY,382039866,Ô tô tải,Hà Giang,04/07/2020,44266736647
74M-11123,Đặng Thị W,984504769,Ô tô con,Sóc Trăng,09/02/2025,47693839677
20-C4.73931,Bùi Văn X,782290590,Xe máy,Lai Châu,15/02/2022,54514921804
62T-8654,Phạm Văn ZZ,789686691,Ô tô khách,Bà Rịa - Vũng Tàu,02/08/2023,75017357073
58U-15265,Vũ Văn V,770202239,Ô tô con,Bình Phước,02/06/2021,42911471268
12-T2.1052,Hồ Văn DD,885040646,Xe máy,Hà Giang,11/03/2024,52186341651
40Q-34914,Đặng Văn G,843966393,Ô tô tải,Nghệ An,02/01/2025,31594826618
43T-1685,Đinh Văn M,940085659,Ô tô tải,Quảng Trị,26/10/2025,40473213319
TH-37-91,Phạm Văn ZZ,834339495,Xe chuyên dụng,Đồng Tháp,27/12/2022,34305288872
71L-3636,Mai Thị L,815796659,Xe bán tải,Kiên Giang,18/05/2022,48307062501
44N-57481,Đỗ Thị J,987797531,Ô tô khách,Thừa Thiên Huế,01/10/2024,36147125916
75P-9503,Võ Thị EE,963463306,Xe bán tải,Bạc Liêu,23/04/2023,19923945784
23W-6217,Phan Thị P,866203820,Ô tô tải,Sơn La,24/03/2024,8159455440
44U-4040,Đỗ Văn PP,761605260,Ô tô tải,Thừa Thiên Huế,09/11/2022,25568449704
47I-5171,Trần Văn R,774968060,Xe bán tải,Quảng Ngãi,12/06/2022,20795557026
48-W6.75435,Vũ Văn V,798450946,Xe máy,Bình Định,19/12/2022,45546814364
57-P5.8490,Nguyễn Văn Q,849969265,Xe máy,Lâm Đồng,30/11/2023,70697525000
56O-4701,Lê Thị II,911842180,Xe bán tải,Đắk Nông,10/09/2023,20916670881
35-J6.7373,Nguyễn Thị GG,377889756,Xe máy,Hà Nam,11/01/2021,12860246193
TH-25-65,Lý Văn K,767555176,Xe chuyên dụng,Bình Thuận,09/06/2021,56412786614
17-I8.3780,Lý Thị QQ,824888344,Xe máy,Tuyên Quang,10/07/2022,54105114543
54D-6750,Hồ Văn DD,345258962,Xe bán tải,Gia Lai,04/01/2022,48724211294
58M-8539,Lý Thị AA,859486488,Ô tô tải,Bình Phước,10/02/2022,10869066137
19V-60914,Đỗ Thị J,862168671,Xe bán tải,Điện Biên,07/11/2021,74761945764
27J-7025,Mai Văn RR,931024531,Ô tô khách,Bắc Giang,08/07/2021,14688221717
17N-2930,Hoàng Thị U,794612959,Ô tô khách,Tuyên Quang,17/10/2021,47494252999
54F-7614,Lý Thị AA,818434203,Ô tô khách,Gia Lai,16/11/2024,66150738337
48-B1.6792,Ngô Thị OO,936833530,Xe máy,Bình Định,16/01/2021,67146090648
12-D6.78693,Trần Thị B,349997028,Xe máy,Hà Giang,30/01/2025,74112549312
31B-2347,Nguyễn Thị GG,889187203,Xe bán tải,Hải Phòng,04/06/2021,20163867988
45U-4776,Đinh Thị CC,373269963,Ô tô tải,Đà Nẵng,14/05/2020,30934107309
72W-6532,Võ Văn O,382039866,Ô tô con,Cần Thơ,03/05/2025,46540980065
12S-9864,Đặng Thị W,856693583,Ô tô con,Hà Giang,22/05/2022,4020398871
14S-10655,Phan Văn FF,941356555,Xe bán tải,Cao Bằng,05/08/2024,25457190846
60D-6391,Phạm Văn ZZ,826261809,Ô tô con,Bình Dương,22/12/2021,51305727686
31T-4578,Võ Thị EE,924891690,Xe bán tải,Hải Phòng,13/11/2023,74144102105
55I-4639,Phan Văn FF,866543861,Ô tô con,Đắk Lắk,31/07/2021,19213602314
38Y-20579,Đinh Thị SS,947614325,Ô tô khách,Thanh Hóa,08/05/2020,64281310060
TH-90-47,Hoàng Thị KK,984504769,Xe chuyên dụng,Hòa Bình,25/01/2023,45204311237
48O-3054,Võ Thị EE,887749239,Xe bán tải,Bình Định,06/03/2020,37827893447
26S-90698,Đặng Thị W,767555176,Ô tô khách,Lạng Sơn,18/04/2020,72842558080
57C-4082,Hồ Văn DD,829778558,Xe bán tải,Lâm Đồng,14/01/2020,74114727930
TH-17-96,Võ Văn O,345884998,Xe chuyên dụng,Kon Tum,20/02/2024,35659332596
TH-32-95,Đặng Văn G,760932621,Xe chuyên dụng,Bến Tre,22/06/2022,35511582177
TH-66-39,Trần Văn XX,357404302,Xe chuyên dụng,Bình Dương,27/08/2022,75269822685
76O-9891,Lý Văn K,702447904,Ô tô tải,Cà Mau,12/12/2023,1464794782
55X-9352,Hoàng Văn E,919017224,Ô tô con,Đắk Lắk,23/08/2024,47914756214
33O-5334,Vũ Văn LL,796014491,Xe bán tải,Hưng Yên,09/08/2020,54778335343
56N-9521,Mai Thị L,938788515,Ô tô khách,Đắk Nông,11/08/2025,27572229264
43N-1753,Nguyễn Văn Q,787422823,Ô tô khách,Quảng Trị,02/02/2023,44912125004
30L-1450,Đỗ Văn Z,999131446,Ô tô khách,Hải Dương,28/02/2024,77395244746
37-M2.67375,Hồ Văn TT,345884998,Xe máy,Ninh Bình,04/02/2022,42103706551
21G-1245,Trần Văn HH,900765965,Xe bán tải,Phú Thọ,01/02/2024,67133575576
65C-6474,Đặng Thị W,854942334,Ô tô con,Tiền Giang,22/01/2024,8921037517
TH-17-83,Nguyễn Thị WW,392266670,Xe chuyên dụng,Ninh Bình,21/08/2021,10260055040
54O-2698,Phan Thị P,876484348,Ô tô tải,Gia Lai,06/12/2020,75319667497
12-Z1.3286,Bùi Văn NN,887612222,Xe máy,Hà Giang,06/05/2021,11337262872
60K-46693,Lý Thị AA,831451499,Ô tô tải,Bình Dương,21/07/2023,2741979723
17Z-6198,Nguyễn Văn A,365250518,Ô tô tải,Tuyên Quang,21/07/2025,58681747116
TH-98-28,Lý Thị QQ,792390727,Xe chuyên dụng,Ninh Bình,23/10/2024,74237996599
25O-2831,Ngô Thị Y,906896386,Ô tô tải,Thái Nguyên,18/04/2024,60052958248
24-D1.4399,Phạm Thị D,798450946,Xe máy,Hòa Bình,02/02/2024,4717422046
71V-1860,Bùi Văn NN,843966393,Ô tô khách,Kiên Giang,16/11/2023,27406419485
64Y-2089,Bùi Văn X,827374533,Ô tô tải,Long An,12/09/2024,44194404171
22S-5916,Phan Thị P,790861124,Ô tô khách,Yên Bái,21/01/2020,1493052411
15J-36033,Bùi Văn X,983278884,Ô tô khách,Bắc Kạn,18/10/2021,43779839372
74-E7.99538,Hồ Thị N,976538448,Xe máy,Sóc Trăng,23/08/2020,24817395163
49H-6887,Hoàng Thị U,841749803,Xe bán tải,Phú Yên,21/09/2021,14724486169
37N-53224,Hồ Văn DD,866543861,Ô tô tải,Ninh Bình,18/10/2020,17770110612
59T-9983,Đỗ Thị J,704347327,Xe bán tải,Tây Ninh,19/02/2023,70983976129
25P-75989,Ngô Văn I,789686691,Ô tô tải,Thái Nguyên,14/09/2021,74621988325
50M-68125,Nguyễn Thị WW,345258962,Ô tô con,Khánh Hòa,25/09/2024,33041317591
66P-6165,Lê Thị YY,955436014,Ô tô khách,Bến Tre,29/06/2021,45772675129
63I-1945,Hồ Văn TT,875257697,Xe bán tải,TP. Hồ Chí Minh,14/02/2021,51191708149
12R-4021,Mai Văn RR,357468200,Xe bán tải,Hà Giang,13/01/2025,54006167861
65X-15694,Lê Văn C,767555176,Ô tô con,Tiền Giang,20/11/2023,58018505794
24F-9237,Hồ Thị N,991907301,Ô tô tải,Hòa Bình,17/06/2021,77229594357
TH-56-74,Lê Thị II,917920618,Xe chuyên dụng,Cao Bằng,07/12/2022,72706618973
52N-3963,Phan Văn FF,789802465,Ô tô con,Bình Thuận,04/07/2023,46631560511
38I-63600,Phạm Văn T,816464390,Ô tô con,Thanh Hóa,09/06/2025,24881297444
52M-31513,Lý Văn K,356183104,Ô tô tải,Bình Thuận,19/09/2020,67279309414
68X-28356,Đỗ Văn Z,855584848,Ô tô khách,Vĩnh Long,21/12/2022,72212266867
62-C6.11593,Hoàng Thị KK,359588835,Xe máy,Bà Rịa - Vũng Tàu,02/12/2022,11718002193
42H-1996,Nguyễn Thị GG,357468200,Ô tô khách,Quảng Bình,23/09/2023,49073370000
59G-6951,Hoàng Thị KK,928808926,Ô tô con,Tây Ninh,27/06/2024,6958498157
36F-75644,Đinh Văn M,857434267,Ô tô tải,Nam Định,01/08/2023,45495041813
49D-9107,Phan Văn VV,359588835,Xe bán tải,Phú Yên,25/02/2024,43979162042
75Q-43620,Bùi Văn NN,335618363,Ô tô con,Bạc Liêu,19/05/2022,19021817238
58S-3737,Lê Thị S,827374533,Ô tô khách,Bình Phước,05/10/2022,22327072022
63-P3.1905,Vũ Văn V,392266670,Xe máy,TP. Hồ Chí Minh,30/07/2023,49337500919
51H-6294,Phạm Văn JJ,841749803,Ô tô tải,Ninh Thuận,13/03/2021,15825057140
67B-5161,Lê Thị S,357404302,Ô tô tải,Trà Vinh,02/05/2022,77418297315
TH-62-54,Nguyễn Thị GG,357468200,Xe chuyên dụng,Long An,07/05/2024,12170616758
42O-67257,Hoàng Văn E,881896374,Ô tô khách,Quảng Bình,30/07/2023,24888660892
41H-37843,Lê Thị II,787422823,Ô tô con,Hà Tĩnh,21/06/2023,43560147790
18-X6.16755,Đinh Thị SS,399804967,Xe máy,Lào Cai,16/02/2024,40934524989
62N-3542,Đỗ Văn PP,956757482,Ô tô tải,Bà Rịa - Vũng Tàu,27/02/2021,33190492788
20A-69424,Trần Văn R,841255176,Ô tô tải,Lai Châu,25/01/2021,60663846051
